Data Source,World Development Indicators,,,,,
,,,,,,
Last Updated Date,2/1/2017,,,,,
,,,,,,
Country Name,Country Code,Bird_Threat,Green_House,LandP_A,LandP_F,LandP_P
Aruba,ABW,1,,11.11111111,2.333333333,0.48
Andorra,AND,2,,44.46808511,34.04255319,19.5
Afghanistan,AFG,17,,58.06757957,2.067824648,0.46
Angola,AGO,26,41657.16485,47.47734018,46.40731531,4.98
Albania,ALB,10,8898.640911,42.85729927,28.15693431,1.91
Arab World,ARB,297,1908696.042,35.2040027,2.802679869,8.108930619
United Arab Emirates,ARE,12,204888.719,4.572966507,3.858851675,16.09
Argentina,ARG,50,380295.3204,54.33571212,9.906858285,5.37
Armenia,ARM,15,12319.38961,59.04776958,11.66139796,24.75
American Samoa,ASM,8,58.76551929,24.5,87.7,8.62
Antigua and Barbuda,ATG,1,552.7479143,20.45454545,22.27272727,0.15
Australia,AUS,50,761686.2739,52.88377179,16.23875662,29.03
Austria,AUT,12,90460.21029,32.89022454,46.88389903,28.35
Azerbaijan,AZE,18,56537.08178,57.70054317,13.78367589,13.97
Burundi,BDI,13,6254.371024,79.16666667,10.74766355,6.89
Belgium,BEL,8,133373.684,43.9663144,22.56935271,24.25
Benin,BEN,10,33533.09673,33.25647393,38.23164243,22.25
Burkina Faso,BFA,11,43910.40239,44.2251462,19.55409357,15.47
Bangladesh,BGD,33,183300.5624,69.90089882,10.97795191,3.41
Bulgaria,BGR,18,67942.69563,45.84561533,35.21554901,31.46
Bahrain,BHR,6,32849.10573,11.15434501,0.778210117,4.41
"Bahamas, The",BHS,7,4865.206767,1.398601399,51.44855145,0.51
Bosnia and Herzegovina,BIH,8,27108.4002,42.2265625,42.67578125,1.28
Belarus,BLR,9,109647.2388,42.54102804,42.54842048,8.57
Belize,BLZ,5,1569.858503,7.014467339,59.89916703,18.55
Bermuda,BMU,1,632.8769921,6,20,5.07
Bolivia,BOL,55,621726.7268,34.80522478,50.55294009,24.83
Brazil,BRA,165,2989417.957,33.81003429,59.04878358,20.37
Barbados,BRB,2,1540.615709,32.55813953,14.65116279,0
Brunei Darussalam,BRN,24,14828.96701,2.732447818,72.10626186,29.68
Bhutan,BTN,20,3296.963725,13.78912296,72.27562505,47.3
Botswana,BWA,13,82110.27676,45.87899,19.12727401,29.15
Central African Republic,CAF,14,515134.0786,8.154354875,35.58701724,18.09
Canada,CAN,15,1027063.855,7.176106916,38.16667052,6.24
Central Europe and the Baltics,CEB,130,970733.6226,47.68227751,34.17918505,25.57501642
Switzerland,CHE,6,54108.09751,38.53375848,31.73398117,9.93
Channel Islands,CHI,,,50.10526316,4.210526316,
Chile,CHL,33,120687.8924,21.19774267,23.8523695,6.85
China,CHN,89,12454710.61,54.80841877,22.18966958,15.61
Cote d'Ivoire,CIV,20,33502.16024,64.77987421,32.70754717,14.93
Cameroon,CMR,26,100922.1362,20.62575363,39.80453132,10.65
"Congo, Rep.",COG,5,35743.91852,31.11859444,65.39970717,31.81
Colombia,COL,119,173411.7679,40.4807571,52.72802163,17.37
Comoros,COM,10,564.2206617,71.46695325,19.88178399,2.38
Cabo Verde,CPV,5,,20.84367246,22.30769231,0.01
Costa Rica,CRI,23,12274.13409,35.47003525,53.97571485,3.05
Caribbean small states,CSS,66,95976.84453,6.231443745,85.07768309,6.905532771
Cuba,CUB,17,52418.45565,60.36252644,30.76331475,5.03
Curacao,CUW,1,,,,
Cayman Islands,CYM,1,,11.25,52.91666667,1.54
Cyprus,CYP,7,7431.193453,11.6991342,18.69047619,2.03
Czech Republic,CZE,10,138957.4247,54.60432586,34.54215775,21.11
Germany,DEU,11,951716.7111,47.93637145,32.72857552,38.46
Djibouti,DJI,11,2766.303815,73.4253667,0.241587575,1.05
Dominica,DMA,4,222.8355778,33.33333333,57.77333333,0.55
Denmark,DNK,7,53703.22393,62.20718376,14.48582651,17.95
Dominican Republic,DOM,14,33395.08443,48.68557235,41.04740219,11.2
Algeria,DZA,14,176471.2268,17.39525834,0.821247986,7.46
East Asia & Pacific (excluding high income),EAP,739,15379925.31,47.96350571,29.77242469,12.86400336
Early-demographic dividend,EAR,1640,9734849.878,41.4867592,21.92542071,10.71527804
East Asia & Pacific,EAS,1097,18822910.63,48.71497466,26.33562637,17.95120928
Europe & Central Asia (excluding high income),ECA,353,4762188.509,28.20278058,38.89798051,7.785907914
Europe & Central Asia,ECS,638,9398206.524,29.49774468,38.03923941,9.618939821
Ecuador,ECU,98,52746.57269,22.55475922,50.52295056,15.43
"Egypt, Arab Rep.",EGY,14,295499.7454,3.762117635,0.073333668,9.58
Euro area,EMU,185,3160160.765,44.17677894,38.26292547,19.3250119
Eritrea,ERI,18,4977.888033,75.16831683,14.95049505,3.06
Spain,ESP,15,348257.2922,53.13368385,36.82027548,10.18
Estonia,EST,8,23292.77921,22.98419439,52.65392781,19.85
Ethiopia,ETH,32,185292.1681,36.259,12.499,18.4
European Union,EUU,293,4702090.246,43.77054905,38.00687695,19.68705948
Fragile and conflict affected situations,FCS,572,3213941.743,30.6488321,22.08616911,7.437238311
Finland,FIN,9,69072.93872,7.460265228,73.11198131,14.07
Fiji,FJI,12,2258.173057,23.26217843,55.67597154,0.97
France,FRA,13,499146.6345,52.536083,31.02690679,25.73
Faroe Islands,FRO,4,,2.148997135,0.05730659,0
"Micronesia, Fed. Sts.",FSM,11,,31.42857143,91.81428571,0
Gabon,GAB,6,34570.62658,20.02561416,89.26145845,12.28
United Kingdom,GBR,8,585779.7833,71.22721448,12.99549456,13.77
Georgia,GEO,15,14627.74929,36.80241761,40.61591596,6.45
Ghana,GHA,20,107784.2944,68.99885734,41.03454338,7.79
Gibraltar,GIB,5,473.0057293,,0,
Guinea,GIN,19,101348.9883,59.01025558,25.89939769,20.34
"Gambia, The",GMB,12,3529.23153,59.7826087,48.22134387,1.41
Guinea-Bissau,GNB,10,7604.734497,57.9658606,70.12802276,10.38
Equatorial Guinea,GNQ,7,6374.171054,10.12477718,55.90017825,2.12
Greece,GRC,16,100571.1707,63.42125679,31.45073701,8.56
Grenada,GRD,1,726.1854197,23.52941176,49.97058824,0.05
Greenland,GRL,3,,0.574735047,0.000535997,22.38
Guatemala,GTM,14,31515.45018,35.4031355,33.03471445,15.72
Guam,GUM,14,85.8694585,33.33333333,46.2962963,5.19
Guyana,GUY,14,6140.687252,8.534417069,83.9522479,5.28
High income,HIC,923,16165137.36,36.39221509,28.85393135,16.37615618
"Hong Kong SAR, China",HKG,20,58633.51677,4.857142857,,41.84
Honduras,HND,11,20467.16299,28.9123246,41.04030744,7.78
Heavily indebted poor countries (HIPC),HPC,735,4636655.634,37.36738394,27.94081901,13.22678957
Croatia,HRV,15,30421.04936,26.9621158,34.3459614,23.69
Haiti,HTI,14,8835.466908,66.76342525,3.519593614,0.06
Hungary,HUN,13,62988.3998,59.05224787,22.85430244,22.55
IBRD only,IBD,1966,28190209.72,36.61869978,33.53524325,11.03419465
IDA & IBRD total,IBT,3345,35371309.52,37.88570608,31.29300266,11.48654991
IDA total,IDA,1379,7181099.792,40.98614398,25.80610987,12.59111226
IDA blend,IDB,334,2044799.38,49.64770891,27.24141508,14.57360156
Indonesia,IDN,131,780550.764,31.46442036,50.23819118,6.01
IDA only,IDX,1045,5136300.411,38.16327979,25.33833392,11.95477752
Isle of Man,IMN,0,,68.24561404,6.070175439,
India,IND,84,3002894.928,60.40649942,23.77311911,3.13
Not classified,INX,,,,,
Ireland,IRL,7,62433.01389,64.82798665,10.94527508,3.48
"Iran, Islamic Rep.",IRN,26,,28.21361035,6.564490778,6.69
Iraq,IRQ,19,155529.505,21.34140726,1.89952109,0.38
Iceland,ISL,4,5514.853992,18.67531172,0.490773067,2.32
Israel,ISR,17,84044.43441,24.84750462,7.624768946,8.62
Italy,ITA,14,482634.0003,44.7473992,31.60739784,13.32
Jamaica,JAM,10,15474.32041,40.99722992,30.95106187,1.4
Jordan,JOR,13,27198.59451,11.98468123,1.09822032,2.13
Japan,JPN,42,1478858.881,12.39576476,68.46061005,2.09
Kazakhstan,KAZ,26,366502.1973,80.37633811,1.225691744,3.29
Kenya,KEN,39,54302.09561,48.54693046,7.753803985,10.57
Kyrgyz Republic,KGZ,16,13794.74124,55.04223149,3.321167883,6.94
Cambodia,KHM,27,127399.5869,30.90301382,53.57466576,20.61
Kiribati,KIR,5,,41.97530864,15,11.81
St. Kitts and Nevis,KNA,1,,23.07692308,42.30769231,0.26
"Korea, Rep.",KOR,30,668989.6514,17.93496102,63.43865408,2.61
Kosovo,KSV,,,,,
Kuwait,KWT,11,,8.535353535,0.350729517,10.97
Latin America & Caribbean (excluding high income),LAC,925,5520360.687,37.95524863,47.46770668,16.56646496
Lao PDR,LAO,24,161718.7374,10.26429809,81.28860485,16.66
Lebanon,LBN,12,,64.32062561,13.42130987,0.93
Liberia,LBR,13,2833.942779,28.03156146,43.38662791,0.78
Libya,LBY,6,82129.13395,8.723871012,0.123327688,0.32
St. Lucia,LCA,5,598.7659176,17.37704918,33.27868852,0.69
Latin America & Caribbean,LCN,1011,5746908.252,37.68742659,46.27183325,16.0546998
Least developed countries: UN classification,LDC,891,4840137.535,37.47477345,26.80201338,11.66882137
Low income,LIC,599,3090985.853,39.23059558,27.40105697,13.88633074
Liechtenstein,LIE,2,,33.25,43.125,44.29
Sri Lanka,LKA,16,30451.82631,43.69319088,33.00908946,2.64
Lower middle income,LMC,1199,9023187.651,44.02332154,24.3332317,9.344081952
Low & middle income,LMY,3309,34870956.48,37.91759596,31.39951707,11.4567023
Lesotho,LSO,7,3472.707536,75.00988142,1.613965744,0.54
Late-demographic dividend,LTE,1199,21551516.3,35.53005174,39.01195926,12.73823198
Lithuania,LTU,9,29442.21235,47.12529928,34.79648843,16.3
Luxembourg,LUX,3,12610.99762,50.57528958,33.47490347,34.61
Latvia,LVA,9,13943.92172,30.10614345,53.97233837,17.78
"Macao SAR, China",MAC,4,,,,0
St. Martin (French part),MAF,0,,,18.38235294,
Morocco,MAR,15,80436.71521,68.54470087,12.61931436,20.14
Monaco,MCO,0,,,,99.72
Moldova,MDA,12,11350.63,74.77943413,12.4429571,3.82
Madagascar,MDG,35,117932.5971,71.18425576,21.43863871,1.98
Maldives,MDV,0,,26.33333333,3.333333333,0.07
Middle East & North Africa,MEA,279,1464934.504,33.27398633,2.064691259,10.00654469
Mexico,MEX,61,663424.9544,54.89081509,33.97206718,6.02
Marshall Islands,MHL,3,,63.88888889,70.22222222,0.19
Middle income,MIC,2710,31779970.62,37.70138438,32.0579433,11.03272797
"Macedonia, FYR",MKD,14,12992.24699,50.07930214,39.57176844,9.7
Mali,MLI,16,77437.93165,33.76605283,3.864152304,8.38
Malta,MLT,5,,31.96875,1.09375,0.47
Myanmar,MMR,48,528416.2177,19.36209959,44.4677528,4.07
Middle East & North Africa (excluding high income),MNA,189,977795.5732,22.86717675,2.514158491,5.705205955
Montenegro,MNE,14,,17.12416357,61.48698885,2.69
Mongolia,MNG,24,,72.69529339,8.080022658,17.21
Northern Mariana Islands,MNP,16,12.48858574,6.52173913,64.13043478,26.34
Mozambique,MOZ,29,380308.2925,63.51890943,48.24639487,10.9
Mauritania,MRT,15,13343.16263,38.52818473,0.217813137,1.38
Mauritius,MUS,9,,42.36453202,19.01477833,0.01
Malawi,MWI,18,21632.13209,61.4128129,33.37929571,16.81
Malaysia,MYS,50,279098.3768,23.85938213,67.55440572,8.04
North America,NAC,93,7371537.24,25.95589656,36.02684724,10.49682874
Namibia,NAM,28,38049.27078,47.13891824,8.404086045,23.23
New Caledonia,NCL,16,,10.07877462,45.89715536,91.03
Niger,NER,11,11460.91583,35.35328018,0.901555222,17.61
Nigeria,NGA,21,301010.1259,77.73642083,7.678118515,11.82
Nicaragua,NIC,15,16323.04343,42.08908094,25.87668273,21.96
Netherlands,NLD,8,195873.7639,54.58889878,11.16058178,18.06
Norway,NOR,7,63536.73207,2.701474353,33.16130269,9.08
Nepal,NPL,36,40762.71529,28.74782002,25.3644925,22.93
Nauru,NRU,2,,20,0,0
New Zealand,NZL,67,78130.97988,42.21639892,38.55531503,29.82
OECD members,OED,650,16240618.06,35.61187407,31.34546424,14.84723769
Oman,OMN,13,62201.5508,4.745718901,0.006462036,3.99
Other small states,OSS,257,374953.6833,40.49902276,25.99641308,20.83499287
Pakistan,PAK,32,369734.5837,47.0267746,1.909506019,8.6
Panama,PAN,22,16248.77229,30.36050578,62.10653753,5.18
Peru,PER,120,74806.95674,19.00828125,57.79140625,19.37
Philippines,PHL,89,167297.5497,41.72116578,26.96448335,2.44
Palau,PLW,5,,10.86956522,87.60869565,0.24
Papua New Guinea,PNG,37,11087.45706,2.627743674,74.10457978,0.66
Poland,POL,11,414606.8923,47.10800483,30.81420033,29.31
Pre-demographic dividend,PRE,682,4223033.058,39.7904801,25.92758108,11.78553499
Puerto Rico,PRI,8,3293.25488,22.2886133,55.91319053,0.59
"Korea, Dem. People’s Rep.",PRK,27,109894.965,21.8420397,41.782244,1.3
Portugal,PRT,12,72524.21851,40.40827466,34.73609519,1.89
Paraguay,PRY,27,50843.9542,55.08431915,38.56783287,6.5
Pacific island small states,PSS,84,7657.185057,13.4376947,61.56635514,0.951788181
Post-demographic dividend,PST,612,15199245.49,35.14768447,31.67522892,15.56382915
French Polynesia,PYF,32,,12.43169399,42.34972678,0.01
Qatar,QAT,8,103155.1207,5.650301464,0,1.24
Romania,ROU,18,121762.2251,60.10952712,29.82006259,22.09
Russian Federation,RUS,54,2803398.488,13.2944708,49.76106545,8.75
Rwanda,RWA,16,6689.948897,73.34819619,19.45683016,9.43
South Asia,SAS,238,3630441.579,56.63861235,17.47743566,4.537676951
Saudi Arabia,SAU,18,,80.77778656,0.454484135,28.24
Sudan,SDN,23,491982.2665,28.69787879,8.084991582,1.68
Senegal,SEN,16,54185.37188,46.06035423,42.96992676,14.48
Singapore,SGP,17,55910.2813,0.930888575,23.0606488,3.39
Solomon Islands,SLB,25,4591.464527,3.8585209,78.06359414,0.16
Sierra Leone,SLE,15,11810.88702,54.71044611,42.17234691,3.77
El Salvador,SLV,6,12577.78974,77.31660232,12.78957529,2.05
San Marino,SMR,0,,16.66666667,0,0
Somalia,SOM,18,21916.32322,70.33665955,10.14282526,0.26
Serbia,SRB,13,,40.09147039,31.0999314,6.76
Sub-Saharan Africa (excluding high income),SSA,865,4600244.824,42.1432311,25.70836164,13.50670961
South Sudan,SSD,19,,,,20.8
Sub-Saharan Africa,SSF,876,4601155.111,42.14247297,25.7095829,13.50645756
Small states,SST,407,478587.7129,34.2541941,36.47848053,17.97658597
Sao Tome and Principe,STP,13,195.4869613,50.72916667,55.83333333,0
Suriname,SUR,9,2657.877624,0.565384615,98.28205128,8.58
Slovak Republic,SVK,11,46301.27397,40.02412345,40.34438298,36.63
Slovenia,SVN,8,21074.74834,30.53574975,61.96623635,53.95
Sweden,SWE,8,65767.78706,7.445680194,68.92293339,13.03
Swaziland,SWZ,13,3478.034532,71.04651163,34.06976744,4.02
Sint Maarten (Dutch part),SXM,0,,,,
Seychelles,SYC,11,910.2873583,3.217391304,88.41304348,0.05
Syrian Arab Republic,SYR,18,77118.71186,75.81005282,2.673855035,0.67
Turks and Caicos Islands,TCA,2,,1.052631579,36.21052632,3.58
Chad,TCD,13,109796.02,39.65613088,3.871505718,17.78
East Asia & Pacific (IDA & IBRD countries),TEA,706,15269971.58,48.16291995,29.68008942,12.95035036
Europe & Central Asia (IDA & IBRD countries),TEC,379,5207216.451,28.45172852,38.77915125,8.105934982
Togo,TGO,11,22931.85549,70.2334988,3.456517742,19.75
Thailand,THA,51,440411.679,43.27741784,32.09888626,12.49
Tajikistan,TJK,15,15364.57529,34.18932745,2.968599138,21.92
Turkmenistan,TKM,20,92178.07491,72.00646905,8.782159045,3.15
Latin America & the Caribbean (IDA & IBRD countries),TLA,970,5684729.226,37.59689342,46.34759847,16.13339611
Middle East & North Africa (IDA & IBRD countries),TMN,176,977795.5732,22.84860875,2.514849291,5.705205955
Timor-Leste,TLS,6,959.3474036,25.55480834,46.133154,2.09
Tonga,TON,5,,45.83333333,12.5,1.52
South Asia (IDA & IBRD),TSA,238,3630441.579,56.63861235,17.47743566,4.537676951
Sub-Saharan Africa (IDA & IBRD countries),TSS,876,4601155.111,42.14247297,25.7095829,13.50645756
Trinidad and Tobago,TTO,5,61308.52535,10.52631579,45.70760234,2.63
Tunisia,TUN,10,39721.00885,64.83650875,6.700566426,3.68
Turkey,TUR,20,445640.0784,50.10329639,15.22159999,0.2
Tuvalu,TUV,1,5.239916769,60,33.33333333,0.01
Tanzania,TZA,47,235353.1169,44.76179725,51.99819372,26.05
Uganda,UGA,25,80725.08492,71.88809096,10.35806902,16
Ukraine,UKR,18,404900.3049,71.24583542,16.67040688,3.93
Upper middle income,UMC,1511,22756782.97,35.39223537,34.87946932,11.63997617
Uruguay,URY,22,34237.82952,82.55970746,10.54165238,1.67
United States,USA,77,6343840.508,44.62511725,33.89972254,14.82
Uzbekistan,UZB,20,177223.751,62.92900799,7.569111425,3.44
St. Vincent and the Grenadines,VCT,2,319.2180852,25.64102564,69.23076923,0.46
"Venezuela, RB",VEN,44,281921.3686,24.48840769,52.92557111,36.69
British Virgin Islands,VGB,1,,46.66666667,24.13333333,0.08
Virgin Islands (U.S.),VIR,1,61.49277573,11.42857143,50.28571429,2.81
Vietnam,VNM,46,310664.0693,35.06853291,47.64408037,2.54
Vanuatu,VUT,9,446.2205969,15.34044299,36.09515997,2.31
West Bank and Gaza,PSE,13,,49.50166113,1.523255814,
World,WLD,4393,53526302.83,37.50518223,30.82510411,12.80753135
Samoa,WSM,6,356.08696,12.36749117,60.42402827,0.23
"Yemen, Rep.",YEM,18,40924.62769,44.5972309,1.039831809,0.61
South Africa,ZAF,46,,79.83002086,7.617736524,10.24
"Congo, Dem. Rep.",COD,37,802271.3028,11.55686906,67.3024415,12.07
Zambia,ZMB,18,320254.2183,32.06392338,65.4232637,37.85
Zimbabwe,ZWE,17,72057.80332,41.87669639,36.35000646,26.61
